,Y,X,fmax
0,0.0,0.0,6
1,0.10050708041236753,0.002001000500250125,6
2,0.20056960028673154,0.00400200100050025,6
3,0.29974544732651753,0.006003001500750374,6
4,0.3975973918435102,0.0080040020010005,6
5,0.49369549345466945,0.010005002501250625,6
6,0.5876194664705383,0.012006003001500749,6
7,0.6789609905718093,0.014007003501750874,6
8,0.767325953681682,0.016008004002001,6
9,0.8523366143271455,0.018009004502251125,6
10,0.9336336712400696,0.02001000500250125,6
11,1.010878228476367,0.022011005502751375,6
12,1.0837536449255207,0.024012006003001497,6
13,1.1519672577400548,0.026013006503251623,6
14,1.2152519699313382,0.028014007003501748,6
15,1.2733676931503681,0.030015007503751873,6
16,1.326102637495493,0.032016008004002,6
17,1.3732744410587137,0.03401700850425212,6
18,1.4147311328333112,0.03601800900450225,6
19,1.4503519235529025,0.03801900950475237,6
20,1.4800478200102258,0.0400200100050025,6
21,1.5037620594074603,0.04202101050525262,6
22,1.5214703613129599,0.04402201100550275,6
23,1.5331809958361324,0.04602301150575287,6
24,1.538934667676903,0.048024012006002995,6
25,1.5388042167528486,0.05002501250625312,6
26,1.5328941371496945,0.052026013006503245,6
27,1.5213399171735305,0.054027013506753374,6
28,1.5043072042999224,0.056028014007003496,6
29,1.4819907998103181,0.058029014507253625,6
30,1.4546134888740818,0.06003001500750375,6
31,1.4224247127696592,0.062031015507753876,6
32,1.3856990908354354,0.064032016008004,6
33,1.3447348005947297,0.06603301650825412,6
34,1.2998518253051725,0.06803401700850424,6
35,1.2513900789358865,0.07003501750875438,6
36,1.199707419272167,0.0720360180090045,6
37,1.1451775604826995,0.07403701850925462,6
38,1.0881878970552727,0.07603801900950474,6
39,1.0291372515100488,0.07803901950975488,6
40,0.9684335587320232,0.080040020010005,6
41,0.9064915001237581,0.08204102051025512,6
42,0.8437301010638665,0.08404202101050524,6
43,0.780570305364366,0.08604302151075537,6
44,0.7174325405497703,0.0880440220110055,6
45,0.6547342878318959,0.09004502251125562,6
46,0.5928876706265356,0.09204602301150575,6
47,0.5322970753515797,0.09404702351175587,6
48,0.47335681806137303,0.09604802401200599,6
49,0.4164488702102682,0.09804902451225612,6
50,0.36194065650081564,0.10005002501250625,6
51,0.3101829373608569,0.10205102551275637,6
52,0.26150778811122577,0.10405202601300649,6
53,0.21622668633459863,0.10605302651325663,6
54,0.17462871833937432,0.10805402701350675,6
55,0.1369789149338536,0.11005502751375687,6
56,0.10351672598923711,0.11205602801400699,6
57,0.07445464247932143,0.11405702851425711,6
58,0.04997697384468003,0.11605802901450725,6
59,0.03023878764439425,0.11805902951475737,6
60,0.015365017534081482,0.1200600300150075,6
61,0.005449744650255606,0.12206103051525762,6
62,0.0005556564934967589,0.12406203101550775,6
63,0.0007136863920208514,0.12606303151575787,6
64,0.00592283559885709,0.128064032016008,6
65,0.01615017903576199,0.13006503251625812,6
66,0.03133105465115493,0.13206603301650824,6
67,0.0513694353137184,0.13406703351675836,6
68,0.07613848112377486,0.13606803401700848,6
69,0.10548126899709243,0.13806903451725863,6
70,0.13921169536618527,0.14007003501750875,6
71,0.17711554685824493,0.14207103551775888,6
72,0.2189517328521252,0.144072036018009,6
73,0.26445367289480803,0.14607303651825912,6
74,0.3133308310756925,0.14807403701850924,6
75,0.36527038861992944,0.15007503751875936,6
76,0.4199390451745941,0.15207603801900949,6
77,0.47698493852828494,0.1540770385192596,6
78,0.5360396718298598,0.15607803901950976,6
79,0.5967204367593797,0.15807903951975988,6
80,0.6586322205573469,0.16008004002001,6
81,0.7213700843401557,0.16208104052026012,6
82,0.7845214997230426,0.16408204102051024,6
83,0.84766873043898,0.16608304152076037,6
84,0.9103912453848915,0.1680840420210105,6
85,0.9722681493466637,0.1700850425212606,6
86,1.032880617552742,0.17208604302151073,6
87,1.0918143201832262,0.17408704352176088,6
88,1.1486618230173917,0.176088044022011,6
89,1.2030249505372352,0.17808904452226113,6
90,1.254517098017117,0.18009004502251125,6
91,1.3027654794186736,0.18209104552276137,6
92,1.3474132982743183,0.1840920460230115,6
93,1.3881218291796413,0.1860930465232616,6
94,1.4245723980225138,0.18809404702351173,6
95,1.456468249651678,0.19009504752376186,6
96,1.483536292326931,0.19209604802401198,6
97,1.5055287089929072,0.19409704852426213,6
98,1.522224426175097,0.19609804902451225,6
99,1.5334304321056527,0.19809904952476237,6
100,1.5389829365432859,0.2001000500250125,6
101,1.5387483656511258,0.20210105052526262,6
102,1.532624186233807,0.20410205102551274,6
103,1.520539554604846,0.20610305152576286,6
104,1.5024557863521015,0.20810405202601298,6
105,1.4783666442871088,0.2101050525262631,6
106,1.4482984428975232,0.21210605302651325,6
107,1.412309968664951,0.21410705352676337,6
108,1.3704922166571303,0.2161080540270135,6
109,1.3229679448478389,0.21810905452726362,6
110,1.269891048654047,0.22011005502751374,6
111,1.211445759201869,0.22211105552776386,6
112,1.1478456698349417,0.22411205602801398,6
113,1.0793325963553007,0.2261130565282641,6
114,1.006175277432079,0.22811405702851423,6
115,0.9286679225219878,0.23011505752876438,6
116,0.8471286155125115,0.2321160580290145,6
117,0.7618975831189465,0.23411705852926462,6
118,0.6733353378354061,0.23611805902951474,6
119,0.5818207059530349,0.23811905952976486,6
120,0.48774875181218025,0.240120060030015,6
121,0.3915286100452095,0.2421210605302651,6
122,0.29358123808973835,0.24412206103051523,6
123,0.1943371017054143,0.24612306153076535,6
124,0.094233806608225,0.2481240620310155,6
125,-0.006286310357280045,0.2501250625312656,6
126,-0.1067786168574676,0.25212606303151575,6
127,-0.20679863371790874,0.25412706353176584,6
128,-0.3059044827037295,0.256128064032016,6
129,-0.4036593195600704,0.25812906453226614,6
130,-0.49963373852463977,0.26013006503251623,6
131,-0.5934081346864779,0.2621310655327664,6
132,-0.684575010804673,0.2641320660330165,6
133,-0.7727412155166761,0.2661330665332666,6
134,-0.8575301002557891,0.2681340670335167,6
135,-0.9385835826597244,0.27013506753376687,6
136,-1.0155641047836477,0.27213606803401696,6
137,-1.0881564750293224,0.2741370685342671,6
138,-1.156069583362965,0.27613806903451726,6
139,-1.2190379801149551,0.27813906953476736,6
140,-1.2768233094300043,0.2801400700350175,6
141,-1.329215589262802,0.2821410705352676,6
142,-1.3760343306865856,0.28414207103551775,6
143,-1.417129490195546,0.28614307153576785,6
144,-1.452382249631498,0.288144072036018,6
145,-1.4817056193451235,0.2901450725362681,6
146,-1.5050448612070433,0.29214607303651824,6
147,-1.5223777291080403,0.2941470735367684,6
148,-1.5337145256253049,0.2961480740370185,6
149,-1.5390979745765558,0.29814907453726863,6
