,Y,X
0,2.2299021223420246,0.0
1,-0.09097665996527249,0.002004008016032064
2,1.2151948337660288,0.004008016032064128
3,2.008831309900905,0.0060120240480961915
4,1.1398765722504498,0.008016032064128256
5,2.735259020799467,0.01002004008016032
6,1.160785406564046,0.012024048096192383
7,0.3880867618764974,0.014028056112224447
8,1.4682186992401711,0.01603206412825651
9,2.724730874911563,0.018036072144288574
10,1.881972907163114,0.02004008016032064
11,2.1951623013310635,0.022044088176352703
12,2.58832231437514,0.024048096192384766
13,3.4653657070501627,0.026052104208416832
14,1.0621919878693944,0.028056112224448895
15,2.748731924877174,0.03006012024048096
16,2.4612436918036953,0.03206412825651302
17,4.90950652458163,0.03406813627254509
18,1.3784861002296638,0.03607214428857715
19,2.9831562790136683,0.038076152304609215
20,5.730811540557534,0.04008016032064128
21,2.574548949206359,0.04208416833667334
22,1.7011194216059136,0.044088176352705406
23,1.2738081138805613,0.04609218436873747
24,0.9100988821782715,0.04809619238476953
25,3.743216106886456,0.0501002004008016
26,1.874498333749326,0.052104208416833664
27,-0.6535463668331931,0.05410821643286573
28,1.7276900645929536,0.05611222444889779
29,-1.283991538023178,0.058116232464929855
30,1.9495326190572309,0.06012024048096192
31,0.8229769527866705,0.06212424849699398
32,1.1238370726649163,0.06412825651302605
33,1.1191133676584526,0.06613226452905811
34,-0.7698047563233811,0.06813627254509018
35,0.482865646197041,0.07014028056112225
36,0.16302865557306556,0.0721442885771543
37,1.1374084513737066,0.07414829659318636
38,-0.25718177703106765,0.07615230460921843
39,-1.4144030048472787,0.0781563126252505
40,-0.719723626306005,0.08016032064128256
41,0.6736155704017328,0.08216432865731463
42,-0.8390198691015636,0.08416833667334668
43,-0.7935604854311105,0.08617234468937875
44,0.7540021662580084,0.08817635270541081
45,2.734613683947008,0.09018036072144288
46,-0.04673863882722962,0.09218436873747494
47,-0.10104850472826793,0.09418837675350701
48,-0.8074895613263051,0.09619238476953906
49,-1.9736178928738122,0.09819639278557113
50,0.0362469901247407,0.1002004008016032
51,2.1498900509280467,0.10220440881763526
52,0.6232088093154848,0.10420841683366733
53,-1.9262503234426709,0.1062124248496994
54,1.0458841924809972,0.10821643286573146
55,1.6498918214485467,0.11022044088176351
56,0.6151468004384855,0.11222444889779558
57,1.6634911645069534,0.11422845691382764
